ID,Date,Age,Gender,Region,Education,Income,Spending,Satisfaction,Experience,Credit_Score,Loan_Amount,Category
375,2021-11-17,56.531824575115564,Male,North,Master,84273.13308515272,6658.371974540745,10.0,2.9825432119809916,850.0,43298.575367603466,Very High
376,2020-06-15,27.326524371119504,Female,East,Bachelor,65629.23997879749,7467.253422708089,10.0,5.669812507760783,704.862786340032,39922.725626250256,High
377,2022-06-28,43.723206367206785,Female,East,High School,70699.95127271349,5489.412577480613,10.0,0.22666507790582546,652.7976227583571,3116.175360715558,High
378,2022-05-29,36.83342005738352,Female,South,High School,50487.30357470309,4586.323607307835,9.198007876670573,3.361874603549836,559.3991030360502,18572.62195345735,Medium
379,2022-04-21,56.89802933217672,Female,West,High School,100212.92789027654,7357.44905420511,10.0,1.7236363989542984,775.3868016015243,29914.807648410955,Very High
380,2020-03-05,26.917017146448487,Male,West,High School,90566.45822779252,7728.911491367557,10.0,5.406015043676873,487.0625149780766,39396.03772136542,Very High
381,2022-12-26,26.60278157819224,Male,West,Master,38061.510377255836,5214.046091787914,9.822846104844366,7.983342126526722,607.6941205712405,9780.642507835268,Low
382,2021-03-08,29.00607354555978,Male,West,Master,49142.6079094842,6268.567745178841,10.0,6.938018561343655,627.7012298268339,12452.482261829882,Medium
383,2022-12-09,13.76104275690193,Male,West,Master,52683.36624279588,7763.2968394619875,10.0,2.114978082576677,518.9196471238637,4119.601926387835,Medium
384,2020-04-24,29.74244978319239,Female,South,Master,50403.15796794333,3733.51312960907,9.167374306586506,11.126208958783641,,36435.3132756129,Medium
385,2021-07-22,27.40867338446302,Male,East,High School,71293.81999406949,7232.988302425001,10.0,5.885839821862605,773.5533930029632,21958.242302262734,High
386,2021-10-03,36.50393786476208,Other,East,Bachelor,57327.88589628184,5435.14024640389,10.0,2.670502578520999,687.7269467000599,23999.762599730857,Medium
387,2021-05-09,38.41755975777159,Female,South,Bachelor,101684.62089598483,8026.661161107776,10.0,5.4713837569728225,763.5480751627024,52373.87474347946,Very High
388,2022-07-29,53.761708392158866,Female,West,High School,94739.08311123337,6953.454219599655,10.0,5.528569467508078,,22419.536167640716,Very High
389,2022-08-25,44.5042383818605,Male,South,Bachelor,75440.72965041347,5941.986566055892,10.0,2.999453849145309,710.1442180957192,6570.218459187333,High
390,2022-04-01,29.23096344337597,Female,East,Bachelor,80020.27567148396,8323.32987186617,10.0,5.593750002026226,834.3268076287993,16418.93238361906,Very High
391,2020-07-20,26.01585328651642,Female,North,Bachelor,79596.43300861784,7741.550050133613,10.0,3.177583137139078,721.5357841876006,18650.531870510073,High
392,2021-10-10,39.919191715065054,Female,South,Bachelor,61500.38353665888,6347.168057099461,10.0,3.786914021929932,527.1794556914427,28432.767204704833,High
393,2021-07-13,21.797667929793576,Female,West,Master,48655.57529676732,6508.711653380735,10.0,2.9411625927347465,810.3241470809756,5571.534191687513,Medium
394,2022-11-07,53.31458765854354,Female,East,Master,77829.43977381648,5397.002886550483,10.0,0.7019861307810418,742.6929062805175,56257.837223042494,High
395,2021-04-22,46.79440120721287,Male,East,Bachelor,86321.74247107559,6420.025797780039,10.0,5.437509410646152,663.7181118626444,61319.569294253226,Very High
396,2021-05-02,30.308243478952953,Female,East,PhD,67240.02771927774,4770.618953436529,10.0,6.755898309549014,559.1398836090536,40662.21629742163,High
397,2022-09-09,17.868654709091224,Male,East,PhD,35279.38012168065,3816.0656421095214,9.504227101452024,6.5446507882291165,660.1501823391659,811.6466268562854,Low
398,2022-02-17,48.538723741654124,Male,West,Bachelor,62226.99521156443,6239.947755207863,10.0,7.459775757905703,662.7367899256913,49820.24356524406,High
399,2020-12-05,33.85460154747382,Male,North,Bachelor,65817.70781982124,6055.143887200869,9.384364430470441,5.973020630044605,839.0500942428833,28905.504556033127,High
400,2021-09-03,47.378163119734616,Male,East,Bachelor,72554.09749497985,6614.248184096485,10.0,3.4018235053492893,660.5174669232769,26771.583738384237,High
401,2020-04-25,19.05572341205633,Male,South,PhD,89115.99435787529,6146.39246764834,10.0,7.518991593293567,644.493909747504,42262.20548712186,Very High
402,2020-03-14,29.006249770462272,Male,North,Master,43713.30574924617,5990.0420212019235,7.422054174398597,0.9274473804741952,727.0062333220851,19324.12727623982,Medium
403,2020-04-25,35.05243699718183,Other,East,High School,75110.05712612903,6970.570905732086,10.0,2.29798585246256,792.7483035239412,37260.384708721285,High
404,2020-05-05,35.46980593764742,Female,North,Bachelor,90071.59959374805,7832.905204708996,10.0,2.1073997857302658,747.0083359485157,34962.31287346242,Very High
405,2021-10-18,30.499345285207564,Other,South,Bachelor,99321.41882394571,6627.874391716712,10.0,8.240168177417932,816.2785424153822,27782.37884270219,Very High
406,2021-10-25,41.228499323474985,Male,East,Bachelor,64548.288313978075,6189.845937951453,10.0,7.828365542420227,675.3278645537323,24731.58513006026,High
407,2022-09-17,24.323795706174057,Male,South,High School,69533.33964389002,5592.477548354669,10.0,6.461915711134985,712.4531893887048,37443.37740633827,High
408,2022-10-14,33.576205149787064,Female,West,Master,75334.50793287324,6286.064660744261,10.0,8.215789595635393,817.1681041221387,23814.27852190285,High
409,2022-05-08,36.20295631711899,Male,East,Master,71033.70413185886,6906.0417089959465,10.0,2.3621516527640356,754.599241665868,11856.554950979746,High
410,2020-03-25,40.14438834058749,Male,East,Master,68589.51615170416,6603.204842197615,10.0,6.045785359582942,670.2515884701459,24663.546428427315,High
411,2021-09-24,42.1161487808889,Female,East,Master,77597.70523294514,6302.943157635707,10.0,4.624476714850507,840.4316650585054,38608.004764461715,High
412,2021-03-26,23.753579081621307,Male,East,Master,23893.098262515377,4467.067252784495,10.0,7.540646311654742,361.3006592458795,23409.92045442387,Low
413,2021-06-01,19.658858292643778,Female,West,Bachelor,70060.47149726136,5261.344582733863,10.0,4.6543273023434075,850.0,11842.239826313045,High
414,2022-04-25,47.77676821898509,Female,East,Bachelor,75781.05266442205,7770.5567225324085,10.0,3.8451713347697565,530.9661958397706,20097.103942763795,High
415,2021-11-25,38.323140119795916,Male,North,High School,65824.44660822398,6039.447650333334,8.518158899536628,6.62272555568297,618.9396107392183,26978.3116570618,High
416,2021-07-03,27.515134634434464,Male,East,Master,94460.5002530106,8654.26294457935,10.0,7.628507501573699,734.8292469865142,64366.51904546873,Very High
417,2022-07-17,50.51151975522523,Female,West,High School,65131.74959575433,5923.259339712585,10.0,2.994964415459595,665.6154321186925,25612.1694600246,High
418,2020-04-25,36.156746342928585,Male,East,Master,62032.23333548883,5663.088906558301,10.0,4.816772985942872,774.7055706736331,14445.736722760477,High
419,2022-10-28,46.792971840638266,Male,North,High School,103269.78545339014,7191.38974654073,10.0,1.824678099075042,650.7559090457569,47493.84072450455,Very High
420,2021-02-07,35.67518481410109,Other,West,High School,55356.67283430269,6535.066966335775,10.0,2.494183052478818,686.7900274169117,15024.511818816769,Medium
421,2020-10-30,55.60747924881987,Male,West,High School,69552.01038036185,5982.967888626404,10.0,5.601378894241187,631.2828109387484,10806.997892073578,High
422,2022-01-09,52.55340842443204,Female,North,High School,74071.32286075328,7083.207793700215,10.0,6.826716068763895,727.6567436552483,15429.430692235062,High
423,2020-03-28,32.51035851520926,Other,North,Master,78866.19648954787,6380.470499127459,10.0,5.786200427260177,701.255166999308,65260.079209624906,High
424,2022-10-30,44.71570950954356,Male,North,Master,75474.89236507149,5488.149808441071,9.894468473463792,0.8486851532631015,710.2433499984407,37076.61613959583,High
425,2020-11-03,41.45375949585147,Male,North,Bachelor,51337.4995406418,5208.912824981797,9.74591020756429,3.9474517097705766,597.6825158348491,25915.94578889763,Medium
426,2021-03-09,48.68631557532349,Male,North,High School,66360.6293407539,5328.928689363075,10.0,1.6550432801532438,631.7148636718996,23274.607393820916,High
427,2022-03-12,25.350765394198955,Male,West,High School,53565.066198916305,5477.9689122621885,9.513744835511371,9.109103322962554,685.8573838005753,29837.263311903178,Medium
428,2020-06-12,41.86051459998439,Male,West,High School,69771.9416216465,5371.907926858464,10.0,1.741836253645742,783.9154338188976,33806.936644478956,High
429,2022-09-22,45.58424486849588,Female,East,High School,79179.77731369538,7960.2870256137085,10.0,8.76621082837969,648.5316212076059,36365.78590351233,High
430,2021-10-17,17.412605135768857,Male,East,Master,64979.38890620401,6203.641145201388,10.0,7.837608931052436,593.082023355117,27417.852874711753,High
431,2020-01-18,23.16741487334225,Female,South,High School,34943.53112594509,4494.982347090123,5.550943636589477,2.298228942391815,681.2330788190739,15276.995674273086,Low
432,2022-12-30,14.607678222398995,Other,East,Bachelor,73262.95392461235,7289.799252705615,10.0,1.601645146196765,693.2755185434557,32178.298697828464,High
433,2022-03-21,32.305931655554424,Female,East,High School,69941.49851772656,7105.320835657754,10.0,6.051110649159015,772.9328104340484,14095.874210962305,High
434,2020-12-04,42.17542255795962,Female,North,High School,91855.6919928884,7876.874204284774,10.0,2.467027888450787,643.1316626486621,22981.411309052448,Very High
435,2020-09-04,50.02357052096028,Male,North,Bachelor,81674.76016984021,6737.337875831923,10.0,5.307453926474623,535.4056277973374,5875.037489515889,Very High
436,2020-11-01,35.74094780419775,Female,East,Bachelor,84390.3182681353,5707.025406276507,9.591114689623556,3.551517227579245,665.4802283536371,61713.79547660444,Very High
437,2020-07-22,51.286155455712915,Female,South,High School,82641.25739960835,6457.489014946102,10.0,0.3434752433969006,638.647253872715,45203.84834393238,Very High
438,2022-05-02,21.198985417851084,Male,North,High School,80792.87905196677,6022.247515541513,9.92757610642252,1.6914040573733775,703.7069180959036,24042.988341167853,Very High
439,2021-03-22,17.966175606448452,Male,East,Bachelor,66816.8473434909,6130.172175258109,10.0,5.680052745483792,619.9491732599429,24537.956786654584,High
440,2021-12-13,34.44452301103381,Female,East,High School,65753.53280887334,5743.665180541694,9.644805820539798,3.315326761008124,755.6087607513916,17686.74285689909,High
441,2021-03-08,38.840654489393074,Male,West,High School,103506.84805139976,8752.726848408607,10.0,3.340730549257603,728.1986698605479,74590.59690027285,Very High
442,2022-04-01,34.67305251905907,Male,South,PhD,80672.08309372791,6477.970796781572,10.0,7.087591517281356,726.391616064846,10257.014376945144,Very High
443,2022-12-06,14.325578999601234,Male,West,Bachelor,65768.95581486681,5973.74775977794,10.0,8.520326829897336,697.3013674738281,20230.063765379597,High
444,2021-05-19,34.10879960487212,Male,South,Bachelor,47909.833554361016,6286.448823782651,10.0,4.182365835914572,665.3151763499408,16377.713820345449,Medium
445,2020-04-24,21.95530499495147,Female,North,Bachelor,41653.03823552267,5457.179512469576,7.269085672378429,3.9782038792704153,630.893165425548,31631.8917866846,Medium
446,2022-09-21,41.69672548830039,Female,South,Bachelor,75239.094976278,6819.492585446166,10.0,6.500429099341652,751.5382589935874,25233.90528398783,High
447,2020-08-10,38.66598246096848,Female,East,Bachelor,71515.80919700785,5714.300850130475,10.0,0.9291932909012743,613.4661050114349,1866.8724980063469,High
448,2021-09-27,25.60120213672645,Male,East,Master,53588.76259323848,5147.200316193177,10.0,5.669459164243091,797.1193178518653,16035.98241603308,Medium
449,2021-11-02,29.861330826633065,Male,South,Master,67045.40590749744,5395.111537618992,10.0,6.655657915466462,660.4370734781413,13347.284144419644,High
450,2022-08-15,24.407864781110483,Female,South,High School,86033.33631120919,7049.207062362195,10.0,7.040690625252887,590.9117588325503,32867.019146341,Very High
451,2022-07-21,34.37320902726828,Male,South,Bachelor,77617.64163188862,7642.244035860582,10.0,0.8102581075073942,724.0426189629545,55744.2520150095,High
452,2020-04-05,44.551423205012384,Male,West,Bachelor,55160.583956215116,5400.91313551205,10.0,2.715934190573178,575.2031196676818,3861.258199930468,Medium
453,2020-04-16,25.142739536644562,Female,South,Master,60898.73736117812,4811.909372073841,10.0,2.3652102415296,738.3309281732437,18480.722181293884,High
454,2021-09-23,40.040465155178445,Male,North,Bachelor,57945.735364800814,7219.568792588206,10.0,5.299660863227639,850.0,11518.348387389802,Medium
455,2021-11-28,29.69742381627559,Female,West,Bachelor,59033.21316200938,5757.074132070332,10.0,6.442233739303952,589.4092171682337,17405.800889433383,Medium
456,2020-02-01,27.071271677376558,Male,West,High School,57331.400854243635,4808.208956989762,9.29306488473393,9.490131222337943,697.9000350308856,30290.435409902984,Medium
457,2020-03-06,33.929696400454425,Male,South,Bachelor,59800.164461167136,5581.960171997673,9.884930620534195,3.5151035588957806,494.0497700518715,24122.703392612137,Medium
458,2022-02-17,24.647576775806257,Male,North,High School,43496.75780830221,5457.582013191416,10.0,3.507282505072358,682.3840385607392,17049.811228624538,Medium
459,2022-07-04,29.463506946528177,Other,West,Bachelor,62816.93325049123,7284.838493569953,10.0,8.449016056636241,587.0624865210134,21843.213617877067,High
460,2021-07-02,23.021221074111516,Female,East,High School,53101.495984346104,4644.760242960223,10.0,5.889730815590915,593.719530125244,29614.541687309284,Medium
461,2020-07-19,54.64725132916389,Female,West,Master,33381.895314547924,5148.622289604331,7.233732337441461,8.802954533563922,506.6351416451131,13601.268205613906,Low
462,2020-02-18,35.35263551971729,Female,South,High School,98470.8981273836,8842.275935248204,10.0,5.866184009029509,820.1569188602407,22511.95590430767,Very High
463,2022-02-25,28.002744920074143,Male,North,Bachelor,80332.91727328715,6277.326020391058,10.0,1.5286501438601876,811.3962702939006,42027.26480769999,Very High
464,2022-08-08,37.13979910734222,Female,South,Master,62925.388679796175,6123.453274670911,10.0,1.0006149356665803,678.1892988254432,38991.20186098983,High
465,2020-09-19,33.8767195030917,Male,East,High School,67220.64549765483,5392.332507233446,9.828201739836626,0.34546325282321266,597.9986204617376,38794.0601144926,High
466,2020-12-09,32.79030400466777,Female,East,Bachelor,48820.33679257046,5303.083063713202,7.722106226790972,6.98615550427542,806.5929771955272,25949.58445611211,Medium
467,2020-01-11,41.14166700043425,Male,East,Bachelor,96006.6766673801,7694.909173122299,10.0,8.565790469261024,666.9723405592947,39389.91715928188,Very High
468,2020-07-19,42.57507710047305,Female,South,High School,99746.8689718332,8261.170393854994,10.0,10.548086424159143,533.2905079509225,34140.42386377582,Very High
469,2022-08-02,29.694988523894725,Male,West,Master,67197.90018564524,7198.381701464292,10.0,7.5293159969697205,730.2347013669973,22153.0850187695,High
470,2022-07-14,29.2418175935532,Male,South,High School,79973.86845955676,6520.037237653239,10.0,8.488515732604958,599.4702695549619,31902.634428009693,High
471,2020-01-03,32.24948302848356,Female,North,Bachelor,68754.04319825064,4622.290230023066,10.0,3.259951002038946,786.3689657464188,33543.660394154285,High
472,2022-03-18,11.98078835264415,Male,West,Bachelor,35939.51259318311,4941.802364384438,7.447929888322764,1.5307525497684296,583.7652555190243,1850.1632460472483,Low
473,2021-07-13,19.84808937801448,Male,East,Bachelor,53746.69415455238,5752.220547406992,9.954991701975102,7.55023799725266,717.8647123635243,32812.58311871242,Medium
474,2020-07-17,48.66874267444525,Male,South,Master,76313.29083880199,6918.601906873565,10.0,6.253042256718202,842.7766163328198,7934.275022757916,High
475,2020-04-18,51.449677135012834,Male,East,Bachelor,68906.62278635475,6290.129165912513,10.0,5.322333123022678,566.9273591106373,24243.99928204655,High
476,2020-04-17,32.50963960443622,Female,East,High School,62975.02064069257,6115.865480321879,10.0,6.16211444189897,619.3563281921446,28749.1714127139,High
477,2021-07-05,40.765569630557664,Female,North,Master,69011.79145264211,7670.4603911810755,10.0,5.969556447374618,680.4564756395779,35916.1961875408,High
478,2022-08-30,38.112501545435364,Female,West,Bachelor,67843.07330473576,6634.602834649178,10.0,8.851450579560684,839.4412785129059,48987.42231888588,High
479,2020-02-21,65.78880808455239,Female,North,Master,83678.28139973844,6911.092931325218,10.0,8.884956754450867,651.5182910054323,113.56850832201872,Very High
480,2020-04-21,46.195749114345766,Male,North,Master,57188.79856122387,4983.133853279698,10.0,6.632661057021041,604.927227527547,12302.84845287503,Medium
481,2020-10-21,33.72082408519233,Female,North,Master,56105.16980567712,5303.440241100055,9.965687094588887,7.537408617688785,710.024397166935,391.7756431586256,Medium
482,2020-03-05,25.444595593995743,Male,East,Bachelor,43453.53381149833,6605.262061248797,10.0,6.542187657274328,579.1841950519396,11788.078864364395,Medium
483,2021-07-27,18.935536797424277,Male,North,Bachelor,74135.00164400514,6767.5457957091085,9.10591703156162,3.616490803896143,713.5225915777719,28712.648608436884,High
484,2021-04-09,37.03463635867223,Female,North,Master,36932.614051731245,4648.697886263692,8.788433420775235,7.269694024739421,,32288.06093786619,Low
485,2020-09-14,27.436492547156966,Male,West,Bachelor,81022.10142333237,6616.448543983349,10.0,0.8165147934222148,850.0,43866.90214440116,Very High
486,2022-09-30,20.77746290402326,Female,West,High School,81183.97241095429,7997.329157081746,10.0,8.16167465688765,577.5970217909683,51391.686116212746,Very High
487,2021-09-25,28.534271157574736,Male,North,Master,59734.42677404805,7693.234662829883,10.0,1.4164311807018946,637.2935831490753,36401.091150126216,Medium
488,2020-07-28,24.18451996385605,Female,West,Master,23045.203664518547,4107.215168436868,7.702742889048304,5.857409860384199,592.8423037448276,5982.763209667783,Low
489,2020-03-29,51.871416350725646,Female,West,Bachelor,70516.04974585347,6414.812760925339,10.0,2.464538124721523,,1647.1797457545053,High
490,2020-01-28,43.816397569494505,Female,North,High School,70945.43636541496,6510.182208840161,10.0,6.66016694922328,559.4062946375559,35341.06425001981,High
491,2020-08-25,34.92027358683383,Female,East,Bachelor,52301.16349448322,3848.2407831427745,7.956576316579831,4.898224322216273,850.0,8159.177704310032,Medium
492,2020-12-01,49.79944138890026,Female,North,Master,67171.44478732649,7454.379027538477,10.0,0.21573212551000331,760.0605716848553,44627.10675832856,High
493,2020-03-03,35.77368307647618,Male,West,PhD,90839.76952118835,7603.720463494149,10.0,6.262098893055437,773.3890714847014,32179.693718520906,Very High
494,2021-05-14,26.387157986717362,Female,East,High School,73167.4864278848,6719.6524695020225,10.0,3.2662376695018684,597.8716041539741,51567.67287119462,High
495,2022-03-01,50.23124077269657,Male,South,High School,61247.15867067679,5573.641793707136,10.0,7.643440162440108,,13687.844372482079,High
496,2021-08-14,40.38910043684659,Female,East,Master,46230.56267449181,5268.16178845106,10.0,5.0039770662032215,,17109.14680150293,Medium
497,2022-12-10,24.627538456735437,Female,West,Bachelor,57408.50946422115,5563.208348204419,10.0,6.186262956164114,791.4831442482836,20326.55242341079,Medium
498,2020-10-27,33.09661321916392,Female,East,Bachelor,63346.454919325384,6803.2914241938415,10.0,2.1272931349543645,579.5867069278775,25192.769742717333,High
499,2020-08-16,26.24381746615243,Male,North,PhD,70564.89654352596,6416.835746189827,10.0,3.2320033057179143,679.8139436414435,16680.37879658353,High
500,2020-05-29,21.17200269035664,Male,South,High School,52556.25065666344,7426.649914220697,10.0,3.6240840916967465,599.5851925120097,21726.492735779717,Medium
501,2021-06-10,44.26177547531641,Female,South,Bachelor,79803.38136808612,7129.642834777211,10.0,7.570107440727667,610.8544664934727,13610.382711126118,High
502,2020-11-28,54.094166404701305,Male,South,High School,106074.39380325409,7359.4586856729875,10.0,10.032131263416467,,15468.691986917576,Very High
503,2020-06-22,21.01432426180859,Male,West,Bachelor,72739.67746756824,6733.599952308622,10.0,2.5844847447713715,749.0252296760998,39739.56422873007,High
504,2020-03-01,40.62969236690571,Male,West,Master,69593.51857349127,6194.713839461209,10.0,8.23054443397304,810.0880570370823,38394.66817778497,High
505,2022-12-20,28.49357430878173,Female,South,Bachelor,61499.53008859145,4306.180733511663,5.220434828040361,1.5090322531771063,495.0115493563662,31646.7908819238,High
506,2022-03-29,30.12874616235304,Female,East,PhD,59714.27606847845,7193.67466627909,10.0,1.417431796723132,775.8456223710613,44449.721673883854,Medium
507,2021-06-07,29.07606075761131,Male,South,Bachelor,82247.64406558781,7920.351001471646,10.0,2.1236646314396754,850.0,36201.04673481802,Very High
508,2020-08-03,26.36009230320184,Male,East,Bachelor,53770.344462331384,5873.050976839842,10.0,0.9424739316778332,612.3765800069681,42402.57026636564,Medium
509,2021-09-15,35.48521627944827,Male,East,High School,68420.94877472387,6641.086225160158,10.0,0.24923483063725982,850.0,33659.64384030456,High
510,2021-07-31,26.69049883588962,Female,West,Bachelor,64113.217946161094,4826.041516881219,10.0,6.238996736413393,651.9103086863396,12878.702755620932,High
511,2021-11-24,37.704568257798385,Female,East,Bachelor,61325.521236726214,5892.457604643882,9.957733594655473,4.357796906816416,535.4100687173218,47309.11604127105,High
512,2021-02-26,34.49761890550863,Male,South,High School,46661.8262344928,5954.906828429618,6.925124238390889,6.138216192815329,612.7604082283061,31729.404830373485,Medium
513,2021-12-16,32.6105195313359,Male,West,Bachelor,71149.87731993297,5970.23448930014,10.0,7.071418058364539,797.1201514073936,24779.471578560566,High
514,2022-01-23,25.924363379584022,Male,North,Bachelor,62047.12211196126,4175.223203868517,8.114169402562993,5.7968509795176,590.2765959907694,24430.02187476951,High
515,2022-01-16,29.232286694316674,Female,North,Master,72119.75038870689,6179.658667198218,10.0,6.973289528451121,634.2056348767651,25484.922247798986,High
516,2021-11-18,42.55391225825756,Female,West,Master,63272.95153254128,6335.167079820481,10.0,4.791403141273192,735.8998462944016,30146.378805056807,High
517,2021-12-23,40.009171876243805,Male,South,Master,88316.90542031762,7834.5450574331935,10.0,1.439019835082766,726.9398225144924,11718.475873371313,Very High
518,2022-01-16,25.22444755201449,Male,North,High School,49460.61705782957,6232.30306622295,10.0,8.17344254246239,,9697.365914924336,Medium
519,2020-08-29,35.99332305429226,Male,North,High School,93677.26578741452,8041.630366148448,10.0,3.2326636016566193,761.1374856506626,55342.15699529554,Very High
520,2021-10-26,42.51387123371789,Other,East,Master,45042.387969435025,5397.932451795407,8.952901014399567,2.193211103712722,688.0473078940273,8707.560833960923,Medium
521,2021-12-08,18.305947188786284,Male,East,Bachelor,65674.5245627465,7269.236782087844,10.0,4.466246372586806,638.1189305445389,29823.315954460195,High
522,2021-03-10,40.43360192379935,Female,South,High School,77348.26119979903,5511.495155473013,10.0,2.261567242110461,,14935.696949535071,High
523,2022-02-19,28.373762410541534,Female,West,Master,52253.52518615753,6354.811025382429,10.0,3.7477088540317034,,34571.21514325192,Medium
524,2021-04-28,40.70598668593159,Male,South,Master,76718.90241088098,7366.04110555881,10.0,6.032161764690399,832.2811670721007,55317.20312932366,High
525,2021-01-18,27.36740843457483,Male,West,Bachelor,82876.48426368981,5611.504774898828,8.186834926953482,6.045025217738381,652.3254968456482,22023.32251129857,Very High
526,2020-06-18,16.95117899335481,Male,North,High School,25223.306906366437,3126.740020923655,7.392979873965262,2.306509800723112,713.3313625676718,18634.389924121617,Low
527,2022-10-17,18.724575621168373,Female,East,Master,66903.45992294641,5678.787815603377,10.0,3.5368838811537664,660.4462237476063,38481.90064290779,High
528,2022-08-07,35.48084946661382,Female,South,Bachelor,30341.362428355747,3972.8496561818642,5.111149317020881,8.22299901431073,630.8826259324436,24894.800841892957,Low
529,2022-05-18,37.59722501721482,Female,South,Master,54313.64045575929,6244.69372043277,10.0,6.489200353201824,609.1308258224485,22625.726642901544,Medium
530,2020-11-18,25.956833748955916,Female,West,Master,87415.91234799214,7040.573873768069,10.0,11.225195118045626,623.2322815791814,72625.70692890568,Very High
531,2022-04-27,41.38592458777374,Male,West,Master,61966.23179300605,5637.170330736015,10.0,8.540384521224583,499.4564248254819,14497.97635554578,High
532,2021-11-26,18.3847993773104,Other,South,Bachelor,41584.20022252061,4646.513654222114,7.539567286720114,8.432879205679818,527.6359845857953,9388.160364679115,Medium
533,2020-12-24,34.33920201352684,Female,West,High School,64200.53507199319,7037.070383495397,10.0,0.8363943486325942,646.0101848223942,7598.677453911646,High
534,2020-02-01,22.889838002375434,Male,South,Master,92463.51407364101,7625.342962221779,10.0,7.291581054900268,756.1149460301705,40421.931446026414,Very High
535,2020-06-25,28.48163892197841,Other,South,Bachelor,36765.58575289881,4698.798390674937,6.309298434269979,4.840679594909268,724.5691028341239,21650.10087261528,Low
536,2022-07-05,35.47398671316414,Female,South,Master,51967.344681991905,5349.876827165787,6.874032332760861,3.3470545893852512,609.3589433842989,19361.67426612959,Medium
537,2020-03-05,26.395866347160478,Female,North,High School,85659.40842127464,8432.404418239197,10.0,5.504046021597586,633.1227404158319,55831.64832006453,Very High
538,2020-01-27,31.154444557701748,Female,West,High School,93442.75743191686,7164.808955085343,10.0,7.835634603834451,592.6140362635624,57775.1277854894,Very High
539,2020-09-24,45.0629280921444,Female,East,Master,70979.99568171793,7909.494664793315,10.0,6.502494773012635,739.9663531538463,4559.722561238204,High
540,2021-08-19,29.231081304768512,Female,East,Master,46029.75011448462,5720.954500919129,9.362030051367155,2.36457859597382,780.3789517619035,16994.176614849566,Medium
541,2022-10-08,43.35692112065142,Male,West,PhD,103116.11308746309,7890.33516527485,10.0,7.227376740777861,850.0,50045.574344877794,Very High
542,2020-03-06,23.70293145342382,Male,South,Master,85768.10160294986,9453.185153396711,10.0,3.0872373737721084,792.5294780206234,20216.512048252745,Very High
543,2020-05-12,40.298041779152825,Female,East,Bachelor,80333.22570600991,5981.959016842725,10.0,5.6500493568928585,774.5207831387797,24796.221360772146,Very High
544,2022-07-04,49.415686206579004,Male,East,Master,62521.8078692282,5982.328205995976,7.928287776777124,4.089949797568598,844.8059937093905,31885.213773410484,High
545,2020-03-22,10.283554998727105,Male,West,Master,54406.337386793006,4631.049038256429,8.247270427393309,4.343401244793123,692.020820915267,1364.1152925347287,Medium
546,2022-09-08,27.031047445295233,Male,East,Bachelor,61110.12250697515,6612.8250571025765,10.0,7.298728925121528,736.8332126163674,30100.769143206628,High
547,2021-08-07,40.7707212718054,Male,South,Bachelor,75348.13020513636,8174.766725717642,10.0,1.8794188405523062,668.6178742250729,28122.7064121797,High
548,2020-11-22,32.96954613957007,Female,West,High School,88249.79464175508,8213.514531580637,10.0,10.8355852228308,,26092.61693555937,Very High
549,2021-06-25,38.71145873371309,Female,South,Bachelor,82546.98498391759,7756.313136831637,10.0,0.4632582078834888,646.7090799178775,46293.64759258633,Very High
550,2020-07-28,28.960148132841795,Male,East,Master,48319.43291164952,5222.376894590847,10.0,3.2069969502354287,645.7229619698335,222.93098603688668,Medium
551,2020-05-12,35.865897874729,Male,East,Bachelor,88580.39568765757,7153.315355717969,10.0,6.110635669825223,733.2393286254454,59050.78757978144,Very High
552,2020-06-05,33.44322764607921,Male,South,High School,71418.59592323694,5160.130224134957,10.0,6.752942499305929,850.0,29013.37981475158,High
553,2022-05-24,46.67782061659807,Female,North,Bachelor,83644.89724618278,8495.056430711053,10.0,4.698572838284885,725.4175112514724,46459.17012789749,Very High
554,2021-01-16,37.54420843301213,Female,East,High School,90770.21710568511,7750.114949375329,10.0,4.827827890995373,849.4247786139346,54369.041496949874,Very High
555,2022-11-11,38.37602662075202,Male,North,High School,52514.30956767275,5310.39181993553,10.0,6.231650255982849,611.5208949777139,12477.301258501844,Medium
556,2022-08-31,30.881230338775325,Female,East,Bachelor,64903.23148879071,7423.9634397547825,10.0,4.306791567626959,648.638874401058,2868.232240670881,High
557,2021-08-17,30.123937759275066,Female,North,PhD,57090.15060924931,5073.051293535277,10.0,9.179543773804717,531.2795374961537,23508.534976681713,Medium
558,2021-04-16,30.67441812180379,Female,North,Bachelor,41819.317680420056,5647.63026760654,10.0,7.518047342694807,559.405834073183,10279.999860705624,Medium
559,2020-08-21,38.944521423782966,Female,North,High School,74672.91037596528,6675.021616057444,10.0,7.618473053016904,752.0439598883058,31681.551700329204,High
560,2021-07-25,30.79015519179737,Male,South,High School,103068.42586966502,8514.871874595849,10.0,2.101529829888749,,29247.252072942305,Very High
561,2022-02-09,37.89774856896413,Female,North,Master,41347.708116895774,4960.426163813568,10.0,4.761834726782891,726.9892782235149,18027.573315126454,Medium
562,2020-10-27,55.75400798645439,Male,North,Bachelor,77392.79482748514,5428.324197043707,10.0,4.098602153837889,,54472.51831679087,High
563,2020-11-01,43.711247034316926,Female,North,Master,81463.76754328006,7112.02167722175,10.0,1.9831958729316028,677.682161922786,9966.999418894888,Very High
